X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8394353.445,4843708.064,13411,11429929W,Bus,114,Westbound,29929,Commerce Dr & McDonald Blvd - 2 MBFS,39.846824,-75.40776,Fall 2023,5,6,0,0,0,0
-8394064.682,4843891.771,13412,11430593W,Bus,114,Westbound,30593,Commerce Dr & McDonald Blvd - MBNS,39.848091,-75.405166,Fall 2023,2,2,0,0,0,0
-8394443.503,4845332.112,13413,11425249W,Bus,114,Westbound,25249,Concord Rd & Baldwin Run La - FS,39.858024,-75.408569,Fall 2023,0,2,0,0,0,1
-8394666.809,4845556.165,13414,11425260W,Bus,114,Westbound,25260,Concord Rd & Bridgewater Rd,39.859569,-75.410575,Fall 2023,0,4,0,0,0,0
-8397094.131,4847140.629,13415,11425267W,Bus,114,Westbound,25267,Concord Rd & Colonial Cir,39.870494,-75.43238,Fall 2023,0,0,0,0,0,0
-8397488.202,4847175.584,13416,11425263W,Bus,114,Westbound,25263,Concord Rd & Gerald Dr - FS,39.870735,-75.43592,Fall 2023,1,3,0,0,0,0
-8397421.967,4847152.232,13417,11425266W,Bus,114,Westbound,25266,Concord Rd & Gerald Dr - FS,39.870574,-75.435325,Fall 2023,1,1,0,0,0,0
-8393149.191,4843602.944,13418,11425246W,Bus,114,Westbound,25246,Concord Rd & Green St,39.846099,-75.396942,Fall 2023,5,4,1,2,1,0
-8393585.675,4844005.593,13419,11430356W,Bus,114,Westbound,30356,Concord Rd & Incinerator Rd - FS,39.848876,-75.400863,Fall 2023,0,0,0,1,0,2
-8393652.8,4844182.055,13420,11431011W,Bus,114,Westbound,31011,Concord Rd & Incinerator Rd - MBFS,39.850093,-75.401466,Fall 2023,0,3,0,1,1,0
-8394998.875,4845898.127,13421,11425251W,Bus,114,Westbound,25251,Concord Rd & Pancoast Rd,39.861927,-75.413558,Fall 2023,0,0,0,1,0,0
-8396704.29,4846968.61,13422,11425261W,Bus,114,Westbound,25261,Concord Rd & Pennel Rd - FS,39.869308,-75.428878,Fall 2023,3,8,1,3,0,1
-8397123.074,4847164.996,13423,11425262W,Bus,114,Westbound,25262,Concord Rd & Red Hill Rd - FS,39.870662,-75.43264,Fall 2023,0,2,0,1,0,1
-8378303.401,4854193.793,13424,11430597W,Bus,114,Westbound,30597,Darby Transportation Center - bus,39.919105,-75.26358,Fall 2023,164,0,66,0,50,0
-8395567.941,4845582.704,13425,11425255W,Bus,114,Westbound,25255,Dutton Mill Rd & Joann Dr,39.859752,-75.41867,Fall 2023,1,0,0,0,0,0
-8395597.663,4845411.292,13426,11425256W,Bus,114,Westbound,25256,Dutton Mill Rd & Pancoast Av - FS,39.85857,-75.418937,Fall 2023,1,2,0,0,0,0
-8396465.621,4845213.78,13427,11425258W,Bus,114,Westbound,25258,Dutton Mill Rd & Pennell Rd,39.857208,-75.426734,Fall 2023,1,25,0,23,0,3
-8395412.539,4846077.814,13428,11425253W,Bus,114,Westbound,25253,Dutton Mill Rd & Roberts Rd,39.863166,-75.417274,Fall 2023,0,1,1,3,0,1
-8396065.65,4845251.919,13429,11431010W,Bus,114,Westbound,31010,Dutton Mill Rd & Turner Way - FS,39.857471,-75.423141,Fall 2023,0,4,0,0,0,0
-8395769.206,4845266.275,13430,11425257W,Bus,114,Westbound,25257,Dutton Mill Rd & Turner Way - MBNS,39.85757,-75.420478,Fall 2023,0,1,0,0,0,0
-8395531.428,4845839.972,13431,11425254W,Bus,114,Westbound,25254,Dutton Mill Rd & Vinsmith Av,39.861526,-75.418342,Fall 2023,0,0,0,0,0,0
-8392394.111,4842943.112,13432,11425199W,Bus,114,Westbound,25199,Engle St & 11th St,39.841548,-75.390159,Fall 2023,0,1,0,2,0,0
-8392468.806,4843055.474,13433,1142121W,Bus,114,Westbound,2121,Engle St & 12th St,39.842323,-75.39083,Fall 2023,1,9,1,4,1,2
-8392591.146,4843231.339,13434,11431888W,Bus,114,Westbound,31888,Engle St & Shannon St - MBNS,39.843536,-75.391929,Fall 2023,3,12,3,5,4,3
-8398468.37,4853994.51,13435,11415069W,Bus,114,Westbound,15069,Fair Acres - onsite,39.917732,-75.444725,Fall 2023,3,10,0,0,0,0
-8393479.476,4842727.527,13436,1142192W,Bus,114,Westbound,2192,Highland Av & 15th St,39.840061,-75.399909,Fall 2023,2,2,0,0,0,0
-8394588.663,4843974.708,13437,1142215W,Bus,114,Westbound,2215,MacDonald Blvd & Commerce Dr - 2,39.848663,-75.409873,Fall 2023,1,4,0,0,0,0
-8393993.327,4844342.571,13438,11430328W,Bus,114,Westbound,30328,McDonald Blvd & Commerce Dr - 1,39.8512,-75.404525,Fall 2023,2,6,0,0,0,0
-8398053.816,4854042.697,13439,11410610W,Bus,114,Westbound,10610,Middletown Rd & Bonsall Dr,39.918064,-75.441001,Fall 2023,1,1,0,0,0,0
-8398278.125,4854589.177,13440,11429803W,Bus,114,Westbound,29803,Middletown Rd & Delco Juvenile Det,39.921829,-75.443016,Fall 2023,0,0,0,0,0,0
-8398252.633,4854297.282,13441,11429918W,Bus,114,Westbound,29918,Middletown Rd & Old Forge Rd - FS,39.919818,-75.442787,Fall 2023,0,0,0,0,0,0
-8398305.287,4854789.633,13442,11415065W,Bus,114,Westbound,15065,Middletown Rd & Yearsley Mill Rd - MBNS,39.92321,-75.44326,Fall 2023,2,0,0,0,0,0
-8397928.137,4847681.797,13443,1142150W,Bus,114,Westbound,2150,Neumann University Main Campus,39.874225,-75.439872,Fall 2023,13,20,5,5,3,5
-8398747.782,4855540.979,13444,11429921W,Bus,114,Westbound,29921,Penn State University,39.928386,-75.447235,Fall 2023,4,2,0,0,0,0
-8397907.765,4853294.657,13445,11431525W,Bus,114,Westbound,31525,Pennell Rd & Baltimore Pk - FS,39.91291,-75.439689,Fall 2023,0,0,0,0,0,0
-8397417.737,4850697.273,13446,11431005W,Bus,114,Westbound,31005,Pennell Rd & Glen Riddle Rd - FS,39.895011,-75.435287,Fall 2023,0,1,0,0,0,1
-8396854.683,4849077.425,13447,11432306W,Bus,114,Westbound,32306,Pennell Rd & Glendale Blvd,39.883846,-75.430229,Fall 2023,0,1,0,0,0,0
-8396515.826,4845668.991,13448,11425259W,Bus,114,Westbound,25259,Pennell Rd & Hall Dr,39.860347,-75.427185,Fall 2023,1,1,2,1,0,0
-8396651.636,4847009.511,13449,11425269W,Bus,114,Westbound,25269,Pennell Rd & Knowlton Rd - FS,39.86959,-75.428405,Fall 2023,0,0,1,0,0,0
-8396492.894,4845398.53,13450,11429930W,Bus,114,Westbound,29930,Pennell Rd & Lamp Post Ln - FS,39.858482,-75.426979,Fall 2023,0,0,0,1,0,0
-8397550.207,4851040.572,13451,11431006W,Bus,114,Westbound,31006,Pennell Rd & Laurel Ln,39.897377,-75.436477,Fall 2023,0,0,1,0,0,0
-8396610.002,4846492.31,13452,11429932W,Bus,114,Westbound,29932,Pennell Rd & Lehr Blvd,39.866024,-75.428031,Fall 2023,1,3,1,4,3,4
-8397888.284,4851950.532,13453,11425280W,Bus,114,Westbound,25280,Pennell Rd & Lenni Rd,39.903648,-75.439514,Fall 2023,0,0,0,1,0,0
-8396784.997,4848394.02,13454,11425272W,Bus,114,Westbound,25272,Pennell Rd & Old Pennell Rd,39.879135,-75.429603,Fall 2023,0,0,0,0,0,0
-8396579.501,4846255.473,13455,11429931W,Bus,114,Westbound,29931,Pennell Rd & Weir Rd - FS,39.864391,-75.427757,Fall 2023,2,6,4,3,0,6
-8396561.69,4846103.919,13456,1142149W,Bus,114,Westbound,2149,Pennell Rd & Weir Rd - MBNS,39.863346,-75.427597,Fall 2023,0,2,0,2,0,1
-8397929.918,4852373.98,13457,11425281W,Bus,114,Westbound,25281,Pennell Rd & Whirlaway Ln - FS,39.906566,-75.439888,Fall 2023,0,4,0,2,1,1
-8387106.324,4845548.479,13458,11425122W,Bus,114,Westbound,25122,Saville Av & 9th St,39.859516,-75.342658,Fall 2023,3,3,1,0,0,0
-8387182.021,4845706.116,13459,11425120W,Bus,114,Westbound,25120,Saville Av & 10th St,39.860603,-75.343338,Fall 2023,3,0,1,1,2,1
-8387270.297,4845885.945,13460,11425119W,Bus,114,Westbound,25119,Saville Av & 11th St,39.861843,-75.344131,Fall 2023,3,5,0,3,3,2
-8387322.951,4845993.263,13461,11425118W,Bus,114,Westbound,25118,Saville Av & 12th St,39.862583,-75.344604,Fall 2023,1,2,0,1,0,0
-8387418.018,4846107.689,13462,11429948W,Bus,114,Westbound,29948,Saville Av & 13th St,39.863372,-75.345458,Fall 2023,4,7,2,0,1,2
-8378418.06,4854187.116,13463,11431874W,Bus,114,Westbound,31874,SEPTA Private Way & MacDade Blvd,39.919059,-75.26461,Fall 2023,47,0,17,0,10,0
-8387496.164,4846203.408,13464,11431876W,Bus,114,Westbound,31876,Seville Av & Chester Pk - FS,39.864032,-75.34616,Fall 2023,0,0,0,0,0,0
-8400174.564,4851661.617,13465,11432632W,Bus,114,Westbound,32632,Wawa Railroad Station,39.901657,-75.460052,Fall 2023,4,2,10,6,6,4
-8389077.569,4844270.07,13466,11419959W,Bus,114,Westbound,19959,Welsh St & 7th St,39.8507,-75.360366,Fall 2023,16,6,6,1,6,0
-8391898.962,4842714.189,13467,11431474W,Bus,114,Westbound,31474,Yarnall St 7th St - FS,39.839969,-75.385711,Fall 2023,0,0,0,0,0,0
-8376511.38,4850707.865,13468,11515053N,Bus,115,Northbound,15053,84th St & Crane St - FS,39.895084,-75.247482,Fall 2023,0,0,1,0,1,0
-8376940.294,4851002.846,13469,11519555N,Bus,115,Northbound,19555,84th St & Lindbergh Blvd,39.897117,-75.251335,Fall 2023,13,0,4,1,3,2
-8376759.4,4850879.948,13470,11519554N,Bus,115,Northbound,19554,84th St & Lyons Pl - FS,39.89627,-75.24971,Fall 2023,1,0,1,0,1,0
-8376663.331,4849393.975,13471,11519550N,Bus,115,Northbound,19550,89th St & Bartram Av - FS,39.886028,-75.248847,Fall 2023,1,0,2,0,1,0
-8376125.769,4850076.288,13472,11530159N,Bus,115,Northbound,30159,Bartram Av & 84th St - MBNS,39.890731,-75.244018,Fall 2023,9,2,4,1,3,1
-8376808.603,4849249.481,13473,11519549N,Bus,115,Northbound,19549,Bartram Av & 90th St,39.885032,-75.250152,Fall 2023,3,0,2,0,1,0
-8378203.213,4851525.361,13474,11525516N,Bus,115,Northbound,25516,Calcon Hook Rd & Bayard Av,39.900718,-75.26268,Fall 2023,0,3,0,2,0,0
-8378444.331,4852303.743,13475,11530341N,Bus,115,Northbound,30341,Calcon Hook Rd & Elmwood Av,39.906082,-75.264846,Fall 2023,0,0,0,0,0,0
-8378674.54,4853300.753,13476,11519775N,Bus,115,Northbound,19775,Chester Pk & Bartlett Av,39.912952,-75.266914,Fall 2023,6,1,2,1,1,0
-8379910.298,4852323.044,13477,1151963N,Bus,115,Northbound,1963,Chester Pk & Brainard Blvd,39.906215,-75.278015,Fall 2023,14,27,5,17,8,13
-8378883.487,4853095.392,13478,11525466N,Bus,115,Northbound,25466,Chester Pk & Calcon Hook Rd - MBNS,39.911537,-75.268791,Fall 2023,3,1,0,3,1,0
-8379501.755,4852620.395,13479,11525461N,Bus,115,Northbound,25461,Chester Pk & Clifton Av - FS,39.908264,-75.274345,Fall 2023,13,9,5,2,3,2
-8380168.448,4852140.922,13480,11525449N,Bus,115,Northbound,25449,Chester Pk & Folcroft Av,39.90496,-75.280334,Fall 2023,3,3,6,2,3,6
-8378972.654,4853007.88,13481,11525464N,Bus,115,Northbound,25464,Chester Pk & Kenny Av - MBFS,39.910934,-75.269592,Fall 2023,0,0,0,0,0,0
-8378528.489,4853441.387,13482,11519776N,Bus,115,Northbound,19776,Chester Pk & Laurel Rd,39.913921,-75.265602,Fall 2023,2,3,0,6,0,4
-8378401.028,4853889.282,13483,11519778N,Bus,115,Northbound,19778,Chester Pk & MacDade Blvd,39.917007,-75.264457,Fall 2023,2,6,2,4,0,7
-8378440.992,4853652.27,13484,11519777N,Bus,115,Northbound,19777,Chester Pk & Pine St,39.915374,-75.264816,Fall 2023,1,1,0,0,0,1
-8379189.17,4852834.018,13485,11529963N,Bus,115,Northbound,29963,Chester Pk & Ridley Av,39.909736,-75.271537,Fall 2023,2,2,2,3,2,4
-8383264.131,4863875.792,13486,11518865N,Bus,115,Northbound,18865,Darby Rd & Benedict Av - FS,39.985778,-75.308143,Fall 2023,1,1,0,0,0,0
-8382809.725,4862833.994,13487,11530345N,Bus,115,Northbound,30345,Darby Rd & Brookline Blvd,39.978607,-75.304061,Fall 2023,4,1,0,0,0,0
-8382361.33,4861897.471,13488,11519808N,Bus,115,Northbound,19808,Darby Rd & Llandillo Rd - FS,39.97216,-75.300033,Fall 2023,1,0,0,0,0,0
-8382658.553,4862443.802,13489,11519810N,Bus,115,Northbound,19810,Darby Rd & Manoa Rd,39.975921,-75.302703,Fall 2023,0,2,0,0,0,0
-8383141.791,4863671.957,13490,11518864N,Bus,115,Northbound,18864,Darby Rd & Marthart Av - FS,39.984375,-75.307044,Fall 2023,0,0,0,0,0,0
-8382486.231,4862093.571,13491,11519809N,Bus,115,Northbound,19809,Darby Rd & Mercer Av,39.97351,-75.301155,Fall 2023,0,0,0,0,0,0
-8382920.154,4863197.47,13492,11518863N,Bus,115,Northbound,18863,Darby Rd & Mill Rd,39.981109,-75.305053,Fall 2023,2,0,0,0,0,0
-8382156.614,4861641.965,13493,11519807N,Bus,115,Northbound,19807,Darby Rd & Park Rd - FS,39.970401,-75.298194,Fall 2023,2,3,0,0,0,0
-8381974.94,4861396.488,13494,11519806N,Bus,115,Northbound,19806,Darby Rd & West Chester Pike,39.968711,-75.296562,Fall 2023,0,5,0,0,0,0
-8378303.401,4854193.793,13495,11530597N,Bus,115,Northbound,30597,Darby Transportation Center - bus,39.919105,-75.26358,Fall 2023,12,32,4,51,0,44
-8392773.71,4861256.904,13496,1152168N,Bus,115,Northbound,2168,Delaware County Community College,39.96775,-75.393569,Fall 2023,0,52,0,0,0,0
-8380077.611,4850562.336,13497,11519737N,Bus,115,Northbound,19737,Delmar Dr & Ashland Av,39.894081,-75.279518,Fall 2023,1,3,1,1,0,0
-8380094.531,4850524.032,13498,11519760N,Bus,115,Northbound,19760,Delmar Dr & Ashland Av,39.893817,-75.27967,Fall 2023,2,0,0,0,0,0
-8380414.686,4850292.177,13499,11530343N,Bus,115,Northbound,30343,Delmar Dr & Henderson - MBNS,39.892219,-75.282546,Fall 2023,0,0,0,0,0,0
-8380284.776,4850429.432,13500,11519738N,Bus,115,Northbound,19738,Delmar Dr & Henderson Blvd,39.893165,-75.281379,Fall 2023,3,1,1,0,0,0
-8380295.797,4850393.45,13501,11519759N,Bus,115,Northbound,19759,Delmar Dr & Henderson Blvd,39.892917,-75.281478,Fall 2023,1,1,2,1,3,1
-8380397.766,4850348.037,13502,11519758N,Bus,115,Northbound,19758,Delmar Dr & Henderson Blvd - MBFS,39.892604,-75.282394,Fall 2023,1,1,2,4,1,1
-8379804.099,4850735.578,13503,11519736N,Bus,115,Northbound,19736,Delmar Dr & Primos Av - FS,39.895275,-75.277061,Fall 2023,4,4,1,0,0,1
-8380510.755,4850218.618,13504,11519739N,Bus,115,Northbound,19739,Delmar Dr & School Ln,39.891712,-75.283409,Fall 2023,10,7,7,1,3,2
-8380516.655,4850174.366,13505,11519757N,Bus,115,Northbound,19757,Delmar Dr & School Ln,39.891407,-75.283462,Fall 2023,5,0,1,0,0,0
-8383874.83,4863944.078,13506,11531691N,Bus,115,Northbound,31691,Eagle Rd & Grasslyn Av,39.986248,-75.313629,Fall 2023,1,5,0,0,0,0
-8384259.55,4863526.674,13507,11531692N,Bus,115,Northbound,31692,Eagle Rd & Hillcrest Av - MBFS,39.983375,-75.317085,Fall 2023,0,3,0,0,0,0
-8384502.449,4862325.846,13508,11531696N,Bus,115,Northbound,31696,Eagle Rd & Lincoln Av,39.975109,-75.319267,Fall 2023,0,1,0,0,0,0
-8384439.554,4862797.385,13509,11531695N,Bus,115,Northbound,31695,Eagle Rd & Maryland Av,39.978355,-75.318702,Fall 2023,0,0,0,0,0,0
-8384417.513,4863024.011,13510,11531730N,Bus,115,Northbound,31730,Eagle Rd & Virginia Av,39.979915,-75.318504,Fall 2023,0,1,0,0,0,0
-8383559.685,4864242.213,13511,11531690N,Bus,115,Northbound,31690,Eagle Rd & W Darby Rd,39.9883,-75.310798,Fall 2023,5,6,0,0,0,0
-8384394.581,4863253.402,13512,11531693N,Bus,115,Northbound,31693,Eagle Rd & Warren Av,39.981494,-75.318298,Fall 2023,1,0,0,0,0,0
-8377618.007,4852517.359,13513,11530364N,Bus,115,Northbound,30364,Elmwood Av & Bonsall Av,39.907554,-75.257423,Fall 2023,0,0,0,0,0,0
-8378664.299,4852216.237,13514,11519770N,Bus,115,Northbound,19770,Elmwood Av & Calcon Hook Rd - MBFS,39.905479,-75.266822,Fall 2023,0,0,0,0,0,0
-8378011.187,4852586.582,13515,11530363N,Bus,115,Northbound,30363,Elmwood Av & Henderson Dr - FS,39.908031,-75.260955,Fall 2023,3,1,0,0,0,0
-8379021.078,4852003.063,13516,1152127N,Bus,115,Northbound,2127,Elmwood Av & Sharon Av,39.90401,-75.270027,Fall 2023,3,4,1,2,1,1
-8378819.701,4852125.975,13517,11519853N,Bus,115,Northbound,19853,Elmwood Av & Sharon Av - MBNS,39.904857,-75.268218,Fall 2023,0,0,0,1,0,0
-8380589.681,4850058.588,13518,11519740N,Bus,115,Northbound,19740,Grant Rd & Delmar Dr - FS,39.890609,-75.284118,Fall 2023,2,4,1,0,2,4
-8380493.723,4849950.645,13519,11519741N,Bus,115,Northbound,19741,Grant Rd & Delview Rd,39.889865,-75.283256,Fall 2023,3,1,1,1,1,0
-8380342.551,4849637.995,13520,11519743N,Bus,115,Northbound,19743,Grant Rd & Edwards Dr,39.88771,-75.281898,Fall 2023,3,0,0,0,0,0
-8380403.666,4849758.701,13521,11519742N,Bus,115,Northbound,19742,Grant Rd & Fowler Rd,39.888542,-75.282447,Fall 2023,3,1,2,0,2,0
-8380161.657,4849376.276,13522,1152125N,Bus,115,Northbound,2125,Grant Rd & Taylor Dr,39.885906,-75.280273,Fall 2023,1,1,0,0,0,0
-8377755.598,4852433.189,13523,11529957N,Bus,115,Northbound,29957,Henderson Dr & Folcroft Industrial,39.906974,-75.258659,Fall 2023,2,2,0,0,0,0
-8378083.434,4852218.994,13524,11529966N,Bus,115,Northbound,29966,Henderson Dr & Henderson Ct,39.905498,-75.261604,Fall 2023,0,0,0,0,0,0
-8380994.772,4857189.175,13525,10720427E,Bus,107,Eastbound,20427,Shadeland Av & Berkley Av,39.939739,-75.287757,Fall 2023,9,1,3,0,0,0
-8379573.111,4857922.408,13526,11519793N,Bus,115,Northbound,19793,Lansdowne Av & Essex Av,39.944789,-75.274986,Fall 2023,0,4,0,0,0,0
-8380858.072,4856872.958,13527,10729767E,Bus,107,Eastbound,29767,Shadeland Av & Bryn Mawr Av,39.937561,-75.286529,Fall 2023,6,1,3,0,0,0
-8389484.442,4847113.506,13528,11826244S,Bus,118,Southbound,26244,Chestnut St & The Belvedere,39.870307,-75.364021,Fall 2023,0,0,1,0,0,0
-8379057.59,4856193.953,13529,11519787N,Bus,115,Northbound,19787,Lansdowne Av & Fairview Av - FS,39.932884,-75.270355,Fall 2023,2,0,0,0,0,0
-8381197.819,4857661.632,13530,10719261E,Bus,107,Eastbound,19261,Shadeland Av & Marshall Rd,39.942993,-75.289581,Fall 2023,1,0,0,1,0,0
-8392773.71,4861256.904,13531,1182168S,Bus,118,Southbound,2168,Delaware County Community College,39.96775,-75.393569,Fall 2023,36,0,2,0,0,0
-8378813.801,4855389.283,13532,1152100N,Bus,115,Northbound,2100,Lansdowne Av & Golf Rd - MBFS,39.927341,-75.268165,Fall 2023,10,2,0,0,0,0
-8382849.689,4851937.762,13533,10730514E,Bus,107,Eastbound,30514,South Av & Academy Av,39.90356,-75.30442,Fall 2023,2,0,1,0,0,0
-8389162.506,4845072.102,13534,11819954S,Bus,118,Southbound,19954,Edgemont Av & 12th St - FS,39.856231,-75.361129,Fall 2023,2,6,1,1,0,0
-8380170.117,4858678.493,13535,11519796N,Bus,115,Northbound,19796,Lansdowne Av & Greenhill Rd,39.949996,-75.280349,Fall 2023,0,3,0,0,0,0
-8383197.006,4852547.254,13536,10719226E,Bus,107,Eastbound,19226,South Av & Armstrong Av,39.90776,-75.30754,Fall 2023,2,0,1,1,0,0
-8389122.654,4844584.292,13537,11819957S,Bus,118,Southbound,19957,Edgmont Av & 9th St,39.852867,-75.360771,Fall 2023,0,3,0,2,0,0
-8379436.299,4857738.006,13538,11530344N,Bus,115,Northbound,30344,Lansdowne Av & Greenwood Av,39.943519,-75.273757,Fall 2023,3,1,0,0,0,0
-8383355.859,4853125.724,13539,10719224E,Bus,107,Eastbound,19224,South Av & Copper Beech Ln - FS,39.911746,-75.308967,Fall 2023,5,4,4,1,0,0
-8389137.014,4844906.789,13540,11819955S,Bus,118,Southbound,19955,Edgmont Av & 11th St,39.855091,-75.3609,Fall 2023,1,2,0,0,0,0
-8381632.633,4860965.539,13541,11519804N,Bus,115,Northbound,19804,Lansdowne Av & Harwood Av - FS,39.965744,-75.293487,Fall 2023,1,5,0,0,0,0
-8383102.829,4852382.252,13542,10719227E,Bus,107,Eastbound,19227,South Av & Grand Av - MBNS,39.906623,-75.306694,Fall 2023,3,1,2,0,0,0
-8389234.752,4845392.439,13543,11825754S,Bus,118,Southbound,25754,Edgmont Av & 14th St,39.85844,-75.361778,Fall 2023,0,2,0,1,0,0
-8380554.058,4859236.409,13544,11519798N,Bus,115,Northbound,19798,Lansdowne Av & Huey Av,39.953838,-75.283798,Fall 2023,0,1,0,0,0,0
-8383298.084,4852873.347,13545,10729744E,Bus,107,Eastbound,29744,South Av & Quaint St - MBNS,39.910007,-75.308448,Fall 2023,6,0,1,2,0,0
-8389374.013,4845707.711,13546,11826257S,Bus,118,Southbound,26257,Edgmont Av & 16th St - MBNS,39.860614,-75.363029,Fall 2023,0,9,0,1,0,0
-8379285.127,4857181.916,13547,11519790N,Bus,115,Northbound,19790,Lansdowne Av & LaCrosse Av,39.939689,-75.272399,Fall 2023,5,7,0,0,0,0
-8388004.895,4853454.594,13548,1072047E,Bus,107,Eastbound,2047,Springfield Mall - east,39.914012,-75.35073,Fall 2023,19,11,25,8,0,0
-8389668.676,4846029.23,13549,11826253S,Bus,118,Southbound,26253,Edgmont Av & 20th St - FS,39.862831,-75.365676,Fall 2023,2,0,1,1,0,0
-8378965.863,4855926.981,13550,11519786N,Bus,115,Northbound,19786,Lansdowne Av & Lincoln Av,39.931045,-75.269531,Fall 2023,3,2,0,0,0,0
-8388196.921,4856360.615,13551,10719205E,Bus,107,Eastbound,19205,Sproul Rd & Beatty Rd,39.934032,-75.352455,Fall 2023,0,0,0,0,0,0
-8392252.29,4854421.383,13552,11826208S,Bus,118,Southbound,26208,Jackson St & 3rd St,39.920673,-75.388885,Fall 2023,0,0,0,1,0,0
-8381744.732,4861099.019,13553,11519805N,Bus,115,Northbound,19805,Lansdowne Av & Manor Av - FS,39.966663,-75.294494,Fall 2023,0,0,0,0,0,0
-8388235.103,4859251.948,13554,10732271E,Bus,107,Eastbound,32271,Sproul Rd & Crum Creek Rd - MBFS,39.953945,-75.352798,Fall 2023,0,0,0,0,0,0
-8392227.688,4854562.033,13555,11826207S,Bus,118,Southbound,26207,Jackson St & 4th St,39.921642,-75.388664,Fall 2023,1,2,0,0,0,0
-8379928.109,4858374.426,13556,11519795N,Bus,115,Northbound,19795,Lansdowne Av & Marshall Rd,39.947902,-75.278175,Fall 2023,3,3,0,0,0,0
-8387957.361,4855424.122,13557,10719207E,Bus,107,Eastbound,19207,Sproul Rd & Gleaves Rd,39.927581,-75.350303,Fall 2023,3,0,1,0,0,0
-8392351.698,4853888.701,13558,11826211S,Bus,118,Southbound,26211,Jackson St & Baltimore Pk,39.917003,-75.389778,Fall 2023,6,2,1,0,0,0
-8379209.542,4856676.235,13559,11519789N,Bus,115,Northbound,19789,Lansdowne Av & Nyack Av,39.936206,-75.27172,Fall 2023,4,3,0,0,0,0
-8388060.109,4855695.436,13560,10719206E,Bus,107,Eastbound,19206,Sproul Rd & Kennerly Rd - FS,39.92945,-75.351226,Fall 2023,0,0,0,0,0,0
-8392301.604,4854171.15,13561,11826210S,Bus,118,Southbound,26210,Jackson St & Front St,39.918949,-75.389328,Fall 2023,4,4,0,0,0,0
-8379777.716,4858181.739,13562,11519794N,Bus,115,Northbound,19794,Lansdowne Av & Plumstead Av,39.946575,-75.276824,Fall 2023,5,4,0,0,0,0
-8387933.65,4857162.606,13563,10715384E,Bus,107,Eastbound,15384,Sproul Rd & Martens Ln - FS,39.939556,-75.35009,Fall 2023,5,0,3,0,0,0
-8392321.976,4854036.021,13564,1182173S,Bus,118,Southbound,2173,Jackson St & State St,39.918018,-75.389511,Fall 2023,13,7,8,1,0,0
-8391851.428,4853258.664,13565,11829987S,Bus,118,Southbound,29987,Manchester Av & Emerald St - FS,39.912662,-75.385284,Fall 2023,0,0,0,0,0,0
-8391977.108,4854782.375,13566,11826204S,Bus,118,Southbound,26204,Monroe St & 6th St - FS,39.92316,-75.386413,Fall 2023,1,1,0,0,0,0
-8391926.124,4855093.59,13567,11826203S,Bus,118,Southbound,26203,Monroe St & Providence Rd - MBFS,39.925304,-75.385955,Fall 2023,0,0,0,0,0,0
-8393256.169,4862184.505,13568,11826184S,Bus,118,Southbound,26184,Newtown Street Rd & Camelot Ln - MBNS,39.974136,-75.397903,Fall 2023,1,0,0,0,0,0
-8393261.29,4863195.291,13569,11826182S,Bus,118,Southbound,26182,Newtown Street Rd & Dudie Dr,39.981094,-75.397949,Fall 2023,0,0,0,0,0,0
-8393351.236,4863605.417,13570,11826181S,Bus,118,Southbound,26181,Newtown Street Rd & Mary Jane Ln,39.983917,-75.398757,Fall 2023,2,0,4,0,0,0
-8393251.939,4862720.828,13571,11826183S,Bus,118,Southbound,26183,Newtown Street Rd & Troop Farm Rd,39.977828,-75.397865,Fall 2023,1,0,1,0,0,0
-8392890.93,4858624.329,13572,11826191S,Bus,118,Southbound,26191,Palmers Mill Rd & Lakeside Dr,39.949623,-75.394622,Fall 2023,0,0,0,0,0,0
-8393051.452,4858011.706,13573,11826192S,Bus,118,Southbound,26192,Palmers Mill Rd & Mansion Dr,39.945404,-75.396064,Fall 2023,0,0,0,0,0,0
-8389291.636,4846613.993,13574,1182049S,Bus,118,Southbound,2049,Providence Av & 22nd St,39.866863,-75.362289,Fall 2023,3,6,0,4,0,0
-8389312.008,4846769.472,13575,11819945S,Bus,118,Southbound,19945,Providence Av & 23rd St,39.867935,-75.362472,Fall 2023,1,6,2,2,0,0
-8390486.54,4851303.931,13576,11826225S,Bus,118,Southbound,26225,Providence Rd & Brookhaven Rd,39.899192,-75.373023,Fall 2023,1,3,2,0,0,0
-8390627.582,4851705.295,13577,11829988S,Bus,118,Southbound,29988,Providence Rd & Chatham Pl - FS,39.901958,-75.37429,Fall 2023,0,0,0,0,0,0
-8391927.905,4855287.379,13578,11830521S,Bus,118,Southbound,30521,Providence Rd & Jackson St,39.926639,-75.385971,Fall 2023,2,0,1,0,0,0
-8392500.309,4856491.856,13579,1182172S,Bus,118,Southbound,2172,Providence Rd & Kirk Ln - FS,39.934936,-75.391113,Fall 2023,6,2,0,0,0,0
-8392168.243,4855928.142,13580,11826199S,Bus,118,Southbound,26199,Providence Rd & Maple Av,39.931053,-75.38813,Fall 2023,5,0,5,1,0,0
